A_C M/S/B exact-fiber comparison mechanical verifier
Snapshot date: 2026-08-30
Orientation: U-M
Claim boundary: mechanical checks only; no PBE-completeness or abstract-factorization claim

PASS | frozen byte hash: quality_reports/plans/2026-08-30_autorizacao_inicio_A_C_msb.md
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) T5 algebraic identity
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) T5 sign equivalence
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) low-cell margin identity
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) strict low-cell region has Z_E above z_L
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) parity identity for c/m
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[56]:N=13,beta=0.60,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) nu_star is interior
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) T5 algebraic identity
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) T5 sign equivalence
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) low-cell margin identity
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) parity identity for c/m
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[57]:N=3,beta=0.90,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) nu_star is interior
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) T5 algebraic identity
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) T5 sign equivalence
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) low-cell margin identity
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) parity identity for c/m
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[58]:N=4,beta=0.90,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) nu_star is interior
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) T5 algebraic identity
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) T5 sign equivalence
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) low-cell margin identity
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) parity identity for c/m
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[59]:N=5,beta=0.90,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) nu_star is interior
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) T5 algebraic identity
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) T5 sign equivalence
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) low-cell margin identity
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) parity identity for c/m
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[60]:N=13,beta=0.90,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) nu_star is interior
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) T5 algebraic identity
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) T5 sign equivalence
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) low-cell margin identity
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) parity identity for c/m
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[61]:N=3,beta=0.99,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) nu_star is interior
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) T5 algebraic identity
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) T5 sign equivalence
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) low-cell margin identity
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) parity identity for c/m
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[62]:N=4,beta=0.99,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) nu_star is interior
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) T5 algebraic identity
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) T5 sign equivalence
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) low-cell margin identity
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) parity identity for c/m
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[63]:N=5,beta=0.99,o=(0.80,0.95) high p>nu_star cell is HB
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) nu_star is interior
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) U payoff bounds are ordered
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) T5 algebraic identity
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) T5 uniform margin holds on the bound-admissible payoff grid
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) T5 sign equivalence
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) low-cell margin identity
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) parity identity for c/m
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) outside T5 region bound alone does not certify majority
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) endpoint zero payoff vector below z_H
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) endpoint one payoff vector equals z_H
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) low cell at p=0 follows Delta condition
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) low positive off-path belief is none
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) high p=0 cell is H0
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) high boundary p=nu_star is none
PASS | grid[64]:N=13,beta=0.99,o=(0.80,0.95) high p>nu_star cell is HB
PASS | T5 equality fixture N=3,beta=0.55 is admissible
PASS | T5 equality fixture N=3,beta=0.55 closes the bound
PASS | T5 equality fixture N=3,beta=0.75 is admissible
PASS | T5 equality fixture N=3,beta=0.75 closes the bound
PASS | T5 equality fixture N=3,beta=0.90 is admissible
PASS | T5 equality fixture N=3,beta=0.90 closes the bound
PASS | T5 equality fixture N=3,beta=0.99 is admissible
PASS | T5 equality fixture N=3,beta=0.99 closes the bound
PASS | T5 equality fixture N=4,beta=0.55 is admissible
PASS | T5 equality fixture N=4,beta=0.55 closes the bound
PASS | T5 equality fixture N=4,beta=0.75 is admissible
PASS | T5 equality fixture N=4,beta=0.75 closes the bound
PASS | T5 equality fixture N=4,beta=0.90 is admissible
PASS | T5 equality fixture N=4,beta=0.90 closes the bound
PASS | T5 equality fixture N=4,beta=0.99 is admissible
PASS | T5 equality fixture N=4,beta=0.99 closes the bound
PASS | T5 equality fixture N=5,beta=0.55 is admissible
PASS | T5 equality fixture N=5,beta=0.55 closes the bound
PASS | T5 equality fixture N=5,beta=0.75 is admissible
PASS | T5 equality fixture N=5,beta=0.75 closes the bound
PASS | T5 equality fixture N=5,beta=0.90 is admissible
PASS | T5 equality fixture N=5,beta=0.90 closes the bound
PASS | T5 equality fixture N=5,beta=0.99 is admissible
PASS | T5 equality fixture N=5,beta=0.99 closes the bound
PASS | T5 equality fixture N=6,beta=0.55 is admissible
PASS | T5 equality fixture N=6,beta=0.55 closes the bound
PASS | T5 equality fixture N=6,beta=0.75 is admissible
PASS | T5 equality fixture N=6,beta=0.75 closes the bound
PASS | T5 equality fixture N=6,beta=0.90 is admissible
PASS | T5 equality fixture N=6,beta=0.90 closes the bound
PASS | T5 equality fixture N=6,beta=0.99 is admissible
PASS | T5 equality fixture N=6,beta=0.99 closes the bound
PASS | T5 equality fixture N=7,beta=0.55 is admissible
PASS | T5 equality fixture N=7,beta=0.55 closes the bound
PASS | T5 equality fixture N=7,beta=0.75 is admissible
PASS | T5 equality fixture N=7,beta=0.75 closes the bound
PASS | T5 equality fixture N=7,beta=0.90 is admissible
PASS | T5 equality fixture N=7,beta=0.90 closes the bound
PASS | T5 equality fixture N=7,beta=0.99 is admissible
PASS | T5 equality fixture N=7,beta=0.99 closes the bound
PASS | T5 equality fixture N=8,beta=0.55 is admissible
PASS | T5 equality fixture N=8,beta=0.55 closes the bound
PASS | T5 equality fixture N=8,beta=0.75 is admissible
PASS | T5 equality fixture N=8,beta=0.75 closes the bound
PASS | T5 equality fixture N=8,beta=0.90 is admissible
PASS | T5 equality fixture N=8,beta=0.90 closes the bound
PASS | T5 equality fixture N=8,beta=0.99 is admissible
PASS | T5 equality fixture N=8,beta=0.99 closes the bound
PASS | T5 equality fixture N=9,beta=0.55 is admissible
PASS | T5 equality fixture N=9,beta=0.55 closes the bound
PASS | T5 equality fixture N=9,beta=0.75 is admissible
PASS | T5 equality fixture N=9,beta=0.75 closes the bound
PASS | T5 equality fixture N=9,beta=0.90 is admissible
PASS | T5 equality fixture N=9,beta=0.90 closes the bound
PASS | T5 equality fixture N=9,beta=0.99 is admissible
PASS | T5 equality fixture N=9,beta=0.99 closes the bound
PASS | T5 equality fixture N=10,beta=0.55 is admissible
PASS | T5 equality fixture N=10,beta=0.55 closes the bound
PASS | T5 equality fixture N=10,beta=0.75 is admissible
PASS | T5 equality fixture N=10,beta=0.75 closes the bound
PASS | T5 equality fixture N=10,beta=0.90 is admissible
PASS | T5 equality fixture N=10,beta=0.90 closes the bound
PASS | T5 equality fixture N=10,beta=0.99 is admissible
PASS | T5 equality fixture N=10,beta=0.99 closes the bound
PASS | T5 equality fixture N=11,beta=0.55 is admissible
PASS | T5 equality fixture N=11,beta=0.55 closes the bound
PASS | T5 equality fixture N=11,beta=0.75 is admissible
PASS | T5 equality fixture N=11,beta=0.75 closes the bound
PASS | T5 equality fixture N=11,beta=0.90 is admissible
PASS | T5 equality fixture N=11,beta=0.90 closes the bound
PASS | T5 equality fixture N=11,beta=0.99 is admissible
PASS | T5 equality fixture N=11,beta=0.99 closes the bound
PASS | T5 equality fixture N=12,beta=0.55 is admissible
PASS | T5 equality fixture N=12,beta=0.55 closes the bound
PASS | T5 equality fixture N=12,beta=0.75 is admissible
PASS | T5 equality fixture N=12,beta=0.75 closes the bound
PASS | T5 equality fixture N=12,beta=0.90 is admissible
PASS | T5 equality fixture N=12,beta=0.90 closes the bound
PASS | T5 equality fixture N=12,beta=0.99 is admissible
PASS | T5 equality fixture N=12,beta=0.99 closes the bound
PASS | T5 equality fixture N=13,beta=0.55 is admissible
PASS | T5 equality fixture N=13,beta=0.55 closes the bound
PASS | T5 equality fixture N=13,beta=0.75 is admissible
PASS | T5 equality fixture N=13,beta=0.75 closes the bound
PASS | T5 equality fixture N=13,beta=0.90 is admissible
PASS | T5 equality fixture N=13,beta=0.90 closes the bound
PASS | T5 equality fixture N=13,beta=0.99 is admissible
PASS | T5 equality fixture N=13,beta=0.99 closes the bound
PASS | T5 equality fixture N=14,beta=0.55 is admissible
PASS | T5 equality fixture N=14,beta=0.55 closes the bound
PASS | T5 equality fixture N=14,beta=0.75 is admissible
PASS | T5 equality fixture N=14,beta=0.75 closes the bound
PASS | T5 equality fixture N=14,beta=0.90 is admissible
PASS | T5 equality fixture N=14,beta=0.90 closes the bound
PASS | T5 equality fixture N=14,beta=0.99 is admissible
PASS | T5 equality fixture N=14,beta=0.99 closes the bound
PASS | T5 equality fixture N=15,beta=0.55 is admissible
PASS | T5 equality fixture N=15,beta=0.55 closes the bound
PASS | T5 equality fixture N=15,beta=0.75 is admissible
PASS | T5 equality fixture N=15,beta=0.75 closes the bound
PASS | T5 equality fixture N=15,beta=0.90 is admissible
PASS | T5 equality fixture N=15,beta=0.90 closes the bound
PASS | T5 equality fixture N=15,beta=0.99 is admissible
PASS | T5 equality fixture N=15,beta=0.99 closes the bound
PASS | type-first contrast identity at nu=0.0
PASS | type-first contrast identity at nu=0.1
PASS | type-first contrast identity at nu=0.5
PASS | type-first contrast identity at nu=0.9
PASS | type-first contrast identity at nu=1.0
PASS | finite envelope lower identity
PASS | finite envelope upper identity
PASS | coupled type vectors produce exactly two contrast vectors
PASS | marginal splicing fabricates a vector outside the exact set
PASS | linked D_E image uses complete contrast vectors
PASS | independent marginal recombination can fabricate ex-ante contrasts
PASS | necessity counterexample satisfies primitive domain
PASS | necessity counterexample lies outside strict T5
PASS | necessity counterexample has strict majority bound for both endpoint types
PASS | results state T5 is sufficient rather than necessary
PASS | results state the odd-even parity formulas

MECHANICAL RESULT: PASS | 1197 PASS | 0 FAIL
UNTESTED GATES: completeness of either PBE correspondence; arbitrary continuous deviations; abstract Borel factorization; exact setwise lifting beyond the written proof; extreme-point attainment; any welfare ranking; independent formal review.
